SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
07-FEB-2018,43,40881,40381,41794,41291,37936,1485,5779,0,12916,0,8,10,580,1008,-305,59,529,1008,-302,66
07-FEB-2018,44,38439,37962,39278,38793,35716,1499,5779,0,12916,0,5,7,537,999,-234,196,534,999,-226,201
07-FEB-2018,45,35932,35421,36714,36237,33368,1507,5779,0,12916,0,5,9,-62,999,-115,346,-100,999,-112,350
07-FEB-2018,46,33816,33422,34533,34152,31295,1514,5779,0,12916,0,15,16,-75,998,-27,472,-32,999,-18,472
07-FEB-2018,47,31432,30996,32523,32127,29011,1501,5779,0,12916,0,491,530,1745,999,139,502,1770,999,145,497
07-FEB-2018,48,30203,29889,31889,31639,27885,1488,5779,0,12916,0,1086,1084,1998,999,257,504,1971,999,259,498
08-FEB-2018,1,29852,29557,31595,31300,27606,1468,5779,0,12916,0,1143,1144,1998,999,273,504,1963,999,273,498
08-FEB-2018,2,30243,29979,31973,31714,27989,1447,5779,0,12916,0,1130,1133,1998,999,273,504,1971,999,274,498
08-FEB-2018,3,30069,29752,31944,31633,27805,1437,5779,0,12916,0,1275,1280,1998,998,273,504,1970,999,274,498
08-FEB-2018,4,29478,29188,31349,31089,27247,1427,5779,0,12916,0,1271,1301,1998,998,273,504,1971,999,274,498
08-FEB-2018,5,28943,28666,30808,30687,26739,1413,5779,0,12916,0,1265,1422,1998,999,273,504,1970,999,274,498
08-FEB-2018,6,28866,28559,30737,30587,26640,1399,5779,0,12916,0,1271,1429,1998,999,273,504,1970,999,274,498
08-FEB-2018,7,28479,28170,30589,30445,26194,1396,5779,0,12916,0,1510,1675,1998,999,273,504,1970,999,274,498
08-FEB-2018,8,28019,27729,30133,30000,25694,1393,5779,0,12916,0,1514,1671,1998,998,273,504,1970,999,274,498
08-FEB-2018,9,27777,27480,29867,29724,25425,1368,5779,0,12916,0,1490,1644,1998,999,273,504,1970,999,274,498
08-FEB-2018,10,28053,27816,30068,30051,25638,1343,5779,0,12916,0,1415,1574,1989,999,273,504,1951,999,274,498
08-FEB-2018,11,28802,28582,30198,29928,26319,1324,5779,0,12916,0,796,772,901,1000,273,504,849,1000,274,498
08-FEB-2018,12,30092,29937,30986,30825,27438,1304,5779,0,12916,0,294,279,858,1010,272,504,850,1011,272,498
08-FEB-2018,13,33478,33442,34113,34206,30535,1280,5779,0,12916,0,10,11,-25,936,233,485,-68,934,229,477
08-FEB-2018,14,37125,37016,37899,37780,33892,1256,5779,0,12916,0,8,11,-166,879,152,354,-137,863,147,345
08-FEB-2018,15,40920,40751,41534,41378,37333,1264,5779,1,12916,0,11,15,474,199,-3,203,468,184,-9,195
08-FEB-2018,16,42306,42039,43090,42830,38534,1272,5779,63,12916,0,10,15,476,188,-174,51,467,201,-179,46
08-FEB-2018,17,42871,42575,43906,43623,39040,1278,5779,390,12916,0,10,18,648,920,-328,-97,643,941,-333,-103
08-FEB-2018,18,42699,42398,43989,43697,38880,1283,5779,836,12916,0,8,15,655,971,-434,-248,643,974,-435,-253
08-FEB-2018,19,43092,42772,44516,44200,39216,1329,5779,1330,12916,0,6,13,868,989,-456,-362,864,991,-454,-363
08-FEB-2018,20,42902,42578,44400,44074,39028,1375,5779,1700,12916,0,6,11,879,1000,-456,-436,864,999,-454,-433
08-FEB-2018,21,42582,42281,44102,43802,38681,1415,5779,2030,12916,0,6,9,759,998,-456,-458,743,999,-455,-459
08-FEB-2018,22,42259,41944,43855,43535,38354,1454,5779,2260,12916,0,7,11,751,998,-456,-533,743,999,-454,-528
08-FEB-2018,23,42120,41768,43710,43354,38217,1486,5779,2230,12916,0,7,11,893,998,-456,-527,883,999,-454,-524
08-FEB-2018,24,41944,41616,43507,43175,38063,1517,5779,2100,12916,0,6,11,914,998,-456,-501,882,999,-454,-496
08-FEB-2018,25,42074,41737,43568,43223,38230,1557,5779,2030,12916,0,6,7,451,998,-455,-433,442,999,-454,-427
08-FEB-2018,26,41864,41435,43310,42877,38055,1596,5779,1990,12916,0,6,7,456,998,-455,-385,442,999,-454,-380
08-FEB-2018,27,41789,41336,43391,42968,38001,1620,5779,1740,12916,0,5,7,-91,999,-455,-451,-106,999,-453,-453
08-FEB-2018,28,41562,41105,43225,42757,37851,1643,5779,1400,12916,0,7,9,-116,999,-442,-498,-114,999,-440,-489
08-FEB-2018,29,41740,41226,43500,42992,38058,1644,5779,1110,12916,0,6,12,-295,748,-436,-423,-301,737,-434,-419
08-FEB-2018,30,41790,41266,43553,43025,38074,1644,5779,943,12916,0,6,11,-305,725,-430,-422,-301,725,-428,-418
08-FEB-2018,31,41761,41313,43674,43241,38039,1671,5779,678,12916,0,6,12,-553,785,-420,-334,-564,786,-417,-327
08-FEB-2018,32,42435,41951,44345,43831,38671,1697,5779,372,12916,0,6,11,-603,783,-418,-283,-564,781,-417,-279
08-FEB-2018,33,42600,42107,43836,43338,38766,1725,5779,130,12916,0,10,16,418,765,-418,-208,422,766,-417,-203
08-FEB-2018,34,43527,43133,44685,44292,39577,1752,5779,15,12916,0,9,15,441,812,-391,-158,443,818,-387,-159
08-FEB-2018,35,44286,43836,45479,45033,40204,1808,5779,0,12916,0,10,11,1498,1006,-334,-249,1517,1011,-332,-254
08-FEB-2018,36,45056,44523,46489,45962,40921,1864,5779,0,12916,0,9,11,1550,982,-425,-399,1515,983,-427,-402
08-FEB-2018,37,44790,44203,46314,45725,40724,1914,5779,0,12916,0,10,15,1271,1005,-455,-459,1249,1006,-454,-456
08-FEB-2018,38,44520,43756,46043,45279,40481,1964,5779,0,12916,0,9,15,1236,953,-455,-459,1250,952,-454,-456
08-FEB-2018,39,44256,43494,45764,44997,40408,1975,5779,0,12916,0,9,13,1996,976,-456,-443,1972,980,-454,-437
08-FEB-2018,40,43175,42499,44590,43908,39500,1985,5779,0,12916,0,9,15,1998,960,-456,-350,1972,963,-454,-343
08-FEB-2018,41,42004,41248,43331,42566,38447,1985,5779,0,12916,0,10,15,1998,981,-456,-261,1972,984,-454,-253
08-FEB-2018,42,40342,39574,41477,40695,37004,1984,5779,0,12916,0,9,10,1998,1038,-417,-109,1972,1041,-410,-103
08-FEB-2018,43,38264,37435,39211,38384,35088,1972,5779,0,12916,0,8,7,1998,1017,-339,39,1972,1017,-337,46
08-FEB-2018,44,36026,35240,36901,36112,33086,1960,5779,0,12916,0,6,9,1903,1017,-269,190,1848,1019,-262,195
08-FEB-2018,45,33777,33029,34514,33762,30986,1946,5779,0,12916,0,6,6,851,1006,-131,339,824,1005,-127,343
08-FEB-2018,46,31876,31072,32547,31738,29161,1932,5779,0,12916,0,15,17,824,1002,-56,414,826,1004,-46,409
08-FEB-2018,47,29896,29089,30810,30045,27304,1873,5779,0,12916,0,314,334,1842,928,135,475,1851,927,140,474
08-FEB-2018,48,28793,28095,29988,29295,26268,1813,5779,0,12916,0,595,595,1902,924,242,504,1874,926,242,497
09-FEB-2018,1,28505,27896,29958,29360,26054,1793,5779,0,12916,0,853,862,1899,924,246,504,1875,926,246,498
09-FEB-2018,2,28907,28323,30368,29785,26430,1773,5779,0,12916,0,861,863,1899,924,246,504,1874,925,245,497
09-FEB-2018,3,28789,28130,30510,29868,26284,1778,5779,0,12916,0,1121,1137,1898,924,246,504,1875,926,246,498
09-FEB-2018,4,28209,27549,30208,29553,25694,1783,5779,0,12916,0,1399,1402,1917,923,246,504,1874,923,245,498
09-FEB-2018,5,27631,27022,29631,29171,25139,1815,5779,0,12916,0,1400,1487,1312,670,246,504,1289,661,246,498
09-FEB-2018,6,27473,26906,29422,29060,24923,1847,5779,0,12916,0,1349,1508,1307,659,237,504,1290,658,236,498
09-FEB-2018,7,26970,26431,29081,28700,24416,1873,5779,0,12916,0,1511,1669,1307,659,246,504,1289,658,246,498
09-FEB-2018,8,26584,26020,28694,28384,24022,1898,5779,0,12916,0,1510,1764,1307,659,247,504,1290,658,246,498
09-FEB-2018,9,26378,25832,28483,28216,23845,1954,5779,0,12916,0,1505,1785,1307,659,247,504,1289,658,246,498
09-FEB-2018,10,26524,26013,28622,28390,24026,2010,5779,0,12916,0,1498,1779,1309,659,247,504,1289,661,246,498
09-FEB-2018,11,27257,26794,29213,28896,24729,2070,5779,0,12916,0,1356,1524,543,912,247,504,501,923,246,498
09-FEB-2018,12,28692,28227,30309,29850,26053,2130,5779,0,12916,0,1017,1006,477,925,243,489,504,926,240,480
09-FEB-2018,13,31851,31481,32860,32469,29005,2136,5779,0,12916,0,409,387,1891,972,206,360,1895,974,204,351
09-FEB-2018,14,35182,34737,35788,35346,32113,2142,5779,0,12916,0,6,9,1963,974,199,209,1922,975,196,201
09-FEB-2018,15,38773,38299,39376,38906,35354,2150,5779,0,12916,159,3,7,1584,998,85,57,1562,999,78,52
09-FEB-2018,16,40000,39476,40755,40251,36485,2157,5779,11,12916,281,3,7,1566,999,-62,-90,1562,999,-65,-97
09-FEB-2018,17,40863,40277,41850,41275,37276,2172,5779,191,12916,334,4,9,1996,998,-207,-176,1972,999,-212,-175
09-FEB-2018,18,40733,40212,41822,41306,37166,2187,5779,622,12916,505,4,7,1998,998,-288,-197,1973,999,-287,-197
09-FEB-2018,19,40889,40377,42045,41541,37290,2194,5779,1150,12916,449,4,10,1997,1007,-309,-243,1971,1010,-311,-243
09-FEB-2018,20,40587,40013,41879,41311,37014,2201,5779,1700,12916,428,4,12,1996,987,-427,-261,1971,986,-429,-260
09-FEB-2018,21,40192,39581,41490,40874,36584,2242,5779,2520,12916,428,4,8,1460,998,-456,-238,1415,1002,-454,-235
09-FEB-2018,22,39801,39190,41108,40493,36184,2283,5779,2500,12916,428,4,7,1432,961,-451,-252,1417,963,-448,-247
09-FEB-2018,23,39589,38990,40872,40268,35984,2329,5779,2880,12916,346,5,10,1161,996,-432,-246,1132,999,-427,-244
09-FEB-2018,24,39752,39237,40999,40482,36131,2374,5779,3170,12916,16,4,7,1112,991,-367,-276,1104,992,-364,-275
09-FEB-2018,25,39666,39053,40869,40249,36044,2413,5779,3160,12916,0,4,8,1246,966,-367,-232,1226,970,-364,-227
09-FEB-2018,26,39126,38513,40394,39782,35544,2451,5779,3320,12916,0,4,8,1212,971,-425,-239,1228,974,-427,-237
09-FEB-2018,27,38659,37994,39963,39291,35107,2446,5779,3580,12916,0,5,8,1994,980,-456,-243,1971,984,-454,-239
09-FEB-2018,28,38301,37664,39581,38938,34778,2440,5779,3620,12916,0,4,7,1996,1006,-432,-244,1971,1008,-428,-242
09-FEB-2018,29,38361,37751,39647,39036,34871,2347,5779,3170,12916,0,4,8,1997,979,-397,-285,1971,981,-395,-285
09-FEB-2018,30,38305,37667,39641,38995,34787,2253,5779,2820,12916,0,4,8,1997,975,-390,-342,1971,973,-386,-337
09-FEB-2018,31,38429,37768,39749,39085,34902,2102,5779,2330,12916,0,4,8,1997,650,-338,-378,1971,638,-336,-375
09-FEB-2018,32,39347,38738,40677,40064,35762,1951,5779,1750,12916,0,2,3,1997,632,-346,-382,1971,644,-344,-377
09-FEB-2018,33,40326,39781,41659,41113,36631,1851,5779,918,12916,0,6,14,1899,978,-354,-373,1872,987,-353,-368
09-FEB-2018,34,42157,41608,43508,42955,38299,1751,5779,178,12916,0,7,10,1894,1003,-404,-340,1873,1000,-405,-334
09-FEB-2018,35,44054,43501,45510,44957,40002,1700,5779,3,12916,61,7,2,1995,1012,-451,-398,1971,1021,-451,-401
09-FEB-2018,36,45688,45043,47223,46573,41448,1649,5779,0,12916,290,5,2,1997,997,-457,-473,1971,997,-455,-470
09-FEB-2018,37,45715,45056,47253,46591,41501,1618,5779,0,12916,290,8,7,1997,995,-457,-473,1970,995,-455,-470
09-FEB-2018,38,45086,44386,46636,45935,40878,1586,5779,0,12916,290,12,9,1997,994,-456,-482,1971,998,-453,-481
09-FEB-2018,39,44053,43327,45627,44900,39977,1544,5779,0,12916,193,8,18,1997,989,-432,-534,1971,993,-429,-528
09-FEB-2018,40,43081,42341,44651,43902,39169,1502,5779,0,12916,0,6,8,1996,1017,-430,-534,1971,1019,-426,-528
09-FEB-2018,41,42379,41555,43873,43044,38546,1470,5779,0,12916,0,6,5,1997,1022,-370,-518,1971,1025,-367,-515
09-FEB-2018,42,40688,39833,42169,41307,37116,1438,5779,0,12916,0,9,9,1997,984,-404,-468,1971,983,-403,-459
09-FEB-2018,43,38908,38076,40275,39444,35511,1419,5779,0,12916,0,8,16,1996,1008,-372,-387,1970,1013,-370,-384
09-FEB-2018,44,37023,36181,38248,37397,33853,1400,5779,0,12916,0,6,12,1996,1024,-293,-326,1971,1024,-285,-319
09-FEB-2018,45,35067,34230,36110,35274,32092,1398,5779,0,12916,0,4,10,1996,1006,-164,-275,1971,1007,-160,-274
09-FEB-2018,46,33522,32727,34402,33590,30640,1396,5779,0,12916,0,9,8,1996,1005,-64,-207,1971,1010,-56,-201
09-FEB-2018,47,31659,30816,32330,31433,28949,1408,5779,0,12916,0,15,16,1996,1008,114,-56,1970,1009,120,-52
09-FEB-2018,48,30497,29723,31111,30341,27965,1420,5779,0,12916,0,14,18,1997,1007,204,92,1971,1004,204,98
10-FEB-2018,1,30075,29353,30879,30132,27731,1514,5779,0,12916,0,204,218,1901,913,204,244,1873,912,204,247
10-FEB-2018,2,30317,29632,31189,30428,28084,1608,5779,0,12916,0,272,286,1898,939,204,361,1873,942,204,360
10-FEB-2018,3,29811,29106,31009,30277,27747,1673,5779,0,12916,0,598,795,1898,919,204,415,1873,924,204,414
10-FEB-2018,4,28915,28210,30157,29493,27074,1738,5779,0,12916,0,642,1050,1898,922,205,432,1873,923,204,427
10-FEB-2018,5,28248,27638,29794,29192,26529,1800,5779,0,12916,0,946,1494,1898,941,206,432,1873,943,204,427
10-FEB-2018,6,27957,27425,29830,29306,26210,1861,5779,0,12916,0,1273,1823,1898,929,206,432,1873,929,204,427
10-FEB-2018,7,27224,26724,29344,28963,25570,1912,5779,0,12916,0,1520,2071,1898,925,205,432,1873,927,204,427
10-FEB-2018,8,26292,25797,28431,28047,24841,1963,5779,0,12916,0,1539,2079,1899,925,206,432,1873,927,204,427
10-FEB-2018,9,25702,25281,27828,27518,24334,2003,5779,0,12916,0,1526,2065,1899,924,206,432,1873,927,204,427
10-FEB-2018,10,25401,25057,27526,27293,24055,2043,5779,0,12916,0,1525,2064,1899,925,205,432,1873,927,204,427
10-FEB-2018,11,25412,25039,27524,27258,24067,2107,5779,0,12916,0,1512,2047,1898,925,205,432,1873,927,204,427
10-FEB-2018,12,25694,25336,27516,27223,24297,2171,5779,0,12916,0,1222,1756,1898,904,205,432,1873,906,204,427
10-FEB-2018,13,26865,26545,28565,28352,25387,2216,5779,0,12916,0,1100,1638,1744,918,191,432,1713,919,190,427
10-FEB-2018,14,28031,27676,29437,29033,26431,2261,5779,0,12916,0,806,1195,1738,913,191,432,1714,912,190,427
10-FEB-2018,15,29583,29264,30202,29893,27758,2288,5779,2,12916,0,19,314,1689,371,179,432,1663,356,176,427
10-FEB-2018,16,30709,30354,31316,30957,28793,2315,5779,56,12916,0,7,307,1676,394,125,389,1665,415,125,381
10-FEB-2018,17,32730,32281,33338,32892,30623,2355,5779,206,12916,0,8,291,1995,1009,88,243,1971,1017,85,235
10-FEB-2018,18,34646,34143,35258,34759,32348,2394,5779,403,12916,0,7,42,1997,1026,-5,92,1971,1027,-7,86
10-FEB-2018,19,36160,35670,36848,36360,33663,2403,5779,578,12916,0,8,8,1997,1010,-80,1,1971,1014,-79,11
10-FEB-2018,20,36997,36449,37627,37080,34365,2412,5779,775,12916,43,7,8,1997,1018,-20,-3,1971,1017,-13,-10
10-FEB-2018,21,37288,36750,37978,37455,34513,2429,5779,1010,12916,118,8,12,1997,1006,-29,-53,1971,1010,-35,-57
10-FEB-2018,22,37505,36946,38376,37821,34622,2446,5779,1200,12916,118,8,12,1997,1009,-130,-133,1969,1010,-129,-135
10-FEB-2018,23,37557,37029,38350,37820,34614,2431,5779,1180,12916,219,8,12,1899,975,-126,-59,1872,979,-124,-56
10-FEB-2018,24,37608,37020,38392,37809,34646,2415,5779,1320,12916,251,6,9,1895,1018,-126,-52,1873,1017,-124,-55
10-FEB-2018,25,37680,37051,38488,37862,34707,2366,5779,1390,12916,277,4,8,1995,981,-96,-108,1971,983,-93,-110
10-FEB-2018,26,37592,36945,38373,37728,34643,2317,5779,1270,12916,38,5,8,1996,1000,-68,-108,1971,1001,-65,-110
10-FEB-2018,27,37513,36830,38222,37538,34602,2204,5779,1110,12916,0,4,7,1997,1008,-33,-72,1971,1012,-32,-70
10-FEB-2018,28,37113,36421,37788,37098,34249,2090,5779,1010,12916,0,8,11,1997,980,-67,0,1971,979,-66,0
10-FEB-2018,29,36853,36167,37471,36787,33986,1983,5779,869,12916,0,4,7,1997,1005,-14,65,1971,1005,-12,72
10-FEB-2018,30,36828,36114,37460,36742,33874,1875,5779,754,12916,0,8,7,1997,1027,-24,202,1971,1033,-21,206
10-FEB-2018,31,37127,36427,37731,37031,34027,1806,5779,500,12916,0,4,4,1997,1031,57,352,1971,1030,62,356
10-FEB-2018,32,37354,36699,37958,37307,34257,1737,5779,244,12916,0,4,8,1996,1001,104,432,1971,1004,105,427
10-FEB-2018,33,38104,37448,38707,38052,34882,1677,5779,104,12916,0,3,3,1997,982,166,432,1971,984,169,427
10-FEB-2018,34,39317,38649,39924,39260,35834,1617,5779,10,12916,0,7,11,1996,991,185,432,1971,998,184,427
10-FEB-2018,35,40487,39817,41095,40425,36747,1587,5779,0,12916,465,8,2,1997,1026,77,432,1971,1031,72,427
10-FEB-2018,36,41257,40563,41902,41210,37361,1557,5779,0,12916,602,6,0,1996,998,-39,429,1971,997,-40,423
10-FEB-2018,37,40978,40314,41677,41017,37117,1585,5779,0,12916,327,13,14,1996,946,-86,396,1971,948,-88,391
10-FEB-2018,38,40715,40031,41351,40668,36851,1613,5779,0,12916,2,9,6,1996,995,-27,360,1971,998,-22,353
10-FEB-2018,39,39903,39212,40536,39845,36114,1586,5779,0,12916,0,7,6,1996,984,-26,215,1971,986,-25,207
10-FEB-2018,40,38271,37656,38879,38264,34569,1559,5779,0,12916,0,8,8,1996,1000,13,217,1971,1002,17,221
10-FEB-2018,41,36785,36222,37393,36834,33125,1597,5779,0,12916,0,8,11,1996,994,74,324,1971,995,78,323
10-FEB-2018,42,35253,34701,35861,35313,31772,1635,5779,0,12916,0,8,12,1996,995,113,389,1971,1000,115,388
10-FEB-2018,43,33612,33063,34218,33668,30295,1765,5779,0,12916,0,6,6,1996,980,181,387,1971,979,183,383
10-FEB-2018,44,31957,31363,32561,31972,28848,1894,5779,0,12916,0,4,9,1996,1016,175,363,1971,1020,172,357
10-FEB-2018,45,30243,29607,30848,30213,27283,2049,5779,0,12916,0,5,4,1709,990,116,360,1674,991,115,357
10-FEB-2018,46,28878,28253,29487,28865,26011,2203,5779,0,12916,0,9,13,1696,960,168,407,1676,961,171,405
10-FEB-2018,47,27259,26676,27878,27298,24565,2411,5779,0,12916,0,19,23,1795,876,191,431,1776,872,190,426
10-FEB-2018,48,26168,25637,26916,26347,23642,2619,5779,0,12916,0,148,158,1800,836,191,432,1776,838,190,427
11-FEB-2018,1,25844,25311,26487,25946,23451,2740,5779,0,12916,0,43,35,1609,773,191,432,1581,769,190,427
11-FEB-2018,2,26080,25564,26701,26187,23827,2861,5779,0,12916,0,21,23,1601,767,191,432,1582,768,190,427
11-FEB-2018,3,25527,24940,26815,26268,23389,2921,5779,0,12916,0,688,728,1601,779,191,432,1582,779,190,427
11-FEB-2018,4,24638,24076,26250,25822,22654,2980,5779,0,12916,0,1012,1146,1601,774,191,432,1582,774,190,427
11-FEB-2018,5,24130,23589,26084,25679,22192,2993,5779,0,12916,0,1354,1489,1602,788,191,432,1582,789,190,427
11-FEB-2018,6,23917,23361,25918,25583,21942,3006,5779,0,12916,0,1401,1527,1602,794,191,432,1582,793,190,427
11-FEB-2018,7,23475,22918,25568,25145,21455,2943,5779,0,12916,0,1493,1627,1507,737,191,432,1483,734,190,427
11-FEB-2018,8,22989,22420,25144,24856,20969,2879,5779,0,12916,0,1555,1837,1503,735,191,432,1484,734,190,427
11-FEB-2018,9,22645,22101,24791,24527,20658,2798,5779,0,12916,0,1546,1826,1503,735,191,432,1484,734,190,427
11-FEB-2018,10,22526,21985,24664,24400,20507,2716,5779,0,12916,0,1538,1817,1503,735,191,432,1484,734,190,427
11-FEB-2018,11,22663,22108,24787,24358,20599,2651,5779,0,12916,0,1524,1803,1503,734,191,432,1484,733,190,427
11-FEB-2018,12,22923,22396,25010,24607,20830,2586,5779,0,12916,0,1487,1641,1501,734,191,432,1484,733,190,427
11-FEB-2018,13,23872,23358,25836,25339,21718,2556,5779,0,12916,0,1364,1380,1598,780,191,432,1579,781,190,427
11-FEB-2018,14,24677,24140,26580,26062,22526,2525,5779,0,12916,0,1303,1295,1599,782,191,432,1579,780,190,427
11-FEB-2018,15,25637,25078,27234,26718,23405,2521,5779,1,12916,0,997,986,1504,761,191,432,1481,761,190,427
11-FEB-2018,16,26338,25819,27548,27041,24076,2516,5779,111,12916,0,610,586,1499,736,189,432,1482,735,186,427
11-FEB-2018,17,27730,27257,28345,27868,25374,2535,5779,691,12916,0,15,11,1599,773,115,432,1581,775,115,427
11-FEB-2018,18,28825,28282,29431,28891,26316,2553,5779,1510,12916,0,6,9,1597,747,134,432,1581,745,133,427
11-FEB-2018,19,29763,29158,30369,29767,27087,2643,5779,2380,12916,0,6,9,1797,855,65,432,1776,862,66,427
11-FEB-2018,20,30147,29499,30753,30108,27441,2732,5779,3150,12916,0,6,9,1793,878,143,432,1777,881,143,427
11-FEB-2018,21,30540,29894,31145,30501,27773,2852,5779,4110,12916,0,5,7,1994,996,110,409,1971,999,107,402
11-FEB-2018,22,30821,30152,31426,30762,27990,2971,5779,4180,12916,0,5,9,1997,999,76,342,1971,999,75,338
11-FEB-2018,23,31125,30458,31731,31067,28270,3044,5779,4300,12916,0,6,9,1997,999,68,298,1971,999,68,292
11-FEB-2018,24,31422,30747,32028,31356,28562,3116,5779,4480,12916,0,6,9,1997,998,66,218,1971,999,64,214
11-FEB-2018,25,31746,31098,32351,31703,28883,3126,5779,4260,12916,0,5,5,1996,999,19,162,1971,999,21,163
11-FEB-2018,26,32063,31376,32716,32040,29228,3135,5779,4000,12916,0,5,13,1996,999,-48,149,1971,999,-51,148
11-FEB-2018,27,31777,31094,32474,31947,29129,3120,5779,3620,12916,0,7,164,1996,999,-90,157,1971,999,-89,157
11-FEB-2018,28,31808,31134,32483,31968,29173,3105,5779,3470,12916,0,6,182,1996,998,-69,186,1971,999,-66,185
11-FEB-2018,29,32165,31533,32815,32185,29593,3081,5779,3050,12916,0,5,266,1997,999,-45,171,1971,999,-43,168
11-FEB-2018,30,32700,32101,33331,32732,30088,3056,5779,2560,12916,0,9,165,1997,999,-22,183,1971,999,-19,182
11-FEB-2018,31,33743,33132,34375,33767,31014,2973,5779,2030,12916,0,7,106,1996,1008,-25,213,1971,1008,-23,213
11-FEB-2018,32,34693,34122,35321,34751,31953,2890,5779,1660,12916,0,9,110,1997,989,-19,185,1971,993,-17,182
11-FEB-2018,33,36143,35606,36752,36218,33198,2790,5779,923,12916,0,9,47,1996,858,25,235,1971,854,27,236
11-FEB-2018,34,38022,37488,38677,38145,34907,2690,5779,205,12916,0,9,11,1997,859,-46,312,1971,860,-44,312
11-FEB-2018,35,40289,39714,40969,40397,36843,2665,5779,9,12916,0,9,7,1996,973,-71,238,1971,981,-73,231
11-FEB-2018,36,41893,41226,42686,42019,38258,2639,5779,0,12916,354,6,2,1997,974,-187,89,1971,972,-191,86
11-FEB-2018,37,41458,40738,42402,41691,37888,2610,5779,0,12916,517,10,11,1997,940,-334,33,1971,944,-338,34
11-FEB-2018,38,40988,40300,42000,41313,37494,2580,5779,0,12916,237,10,16,1997,919,-402,43,1971,919,-402,42
11-FEB-2018,39,40347,39609,41505,40778,36903,2540,5779,0,12916,0,10,15,1996,992,-455,-93,1971,997,-454,-99
11-FEB-2018,40,39194,38466,40327,39592,35816,2500,5779,0,12916,0,10,13,1997,1008,-444,-79,1971,1013,-440,-75
11-FEB-2018,41,38221,37473,39235,38485,34951,2472,5779,0,12916,0,10,9,1996,1000,-404,26,1971,999,-402,28
11-FEB-2018,42,36586,35876,37547,36831,33592,2443,5779,0,12916,0,10,11,1996,1016,-351,94,1971,1018,-346,101
11-FEB-2018,43,35302,34576,36251,35524,32373,2420,5779,0,12916,0,11,10,1996,1007,-338,215,1971,1010,-336,215
11-FEB-2018,44,33504,32733,34356,33581,30699,2397,5779,0,12916,0,10,17,1861,993,-242,193,1796,997,-234,190
11-FEB-2018,45,31734,31004,32437,31704,29090,2382,5779,0,12916,0,13,18,184,1007,-90,231,135,1007,-83,234
11-FEB-2018,46,30191,29450,30809,30071,27549,2367,5779,0,12916,0,18,17,89,1029,60,295,124,1029,65,299
11-FEB-2018,47,28309,27490,29524,28744,25805,2298,5779,0,12916,0,615,647,1664,852,57,435,1683,847,59,435
11-FEB-2018,48,27175,26476,28699,27953,24779,2228,5779,0,12916,0,924,938,1706,837,130,446,1677,839,134,445
12-FEB-2018,1,27106,26404,29055,28338,24767,2207,5779,0,12916,0,1349,1364,1701,848,199,502,1672,849,198,497
12-FEB-2018,2,27713,27000,29720,29008,25411,2186,5779,0,12916,0,1407,1409,1701,851,199,504,1678,854,198,498
12-FEB-2018,3,27647,26911,29642,28907,25389,2168,5779,0,12916,0,1395,1396,1701,860,199,504,1678,862,198,498
12-FEB-2018,4,27185,26469,29173,28466,24978,2150,5779,0,12916,0,1388,1397,1702,852,199,504,1678,853,198,498
12-FEB-2018,5,26885,26178,28875,28326,24726,2151,5779,0,12916,0,1390,1548,1701,853,199,504,1678,853,198,498
12-FEB-2018,6,26906,26186,28947,28382,24703,2152,5779,0,12916,0,1441,1596,1702,856,193,504,1678,857,190,498
12-FEB-2018,7,26650,25939,28737,28186,24410,2095,5779,0,12916,0,1487,1647,1701,843,83,504,1678,845,79,497
12-FEB-2018,8,26270,25597,28375,27985,24024,2037,5779,0,12916,0,1505,1788,1701,827,31,504,1678,828,33,497
12-FEB-2018,9,26163,25496,28262,27989,23957,2018,5779,0,12916,0,1499,1894,1701,819,48,504,1678,820,51,498
12-FEB-2018,10,26221,25557,28309,28044,24055,1999,5779,0,12916,0,1488,1849,1705,821,54,504,1678,825,57,497
12-FEB-2018,11,26964,26325,28664,28132,24757,1967,5779,0,12916,0,1100,1167,1361,847,156,504,1332,845,160,498
12-FEB-2018,12,28504,27938,29862,29312,26142,1934,5779,0,12916,0,758,747,1345,843,199,496,1333,849,198,489
12-FEB-2018,13,31929,31439,32663,32141,29320,1908,5779,0,12916,0,134,120,1734,996,186,499,1721,1000,184,495
12-FEB-2018,14,34938,34407,35555,35026,32121,1882,5779,0,12916,0,17,19,1748,982,84,471,1719,985,77,462
12-FEB-2018,15,37993,37424,38698,38137,34846,1851,5779,2,12916,0,13,15,1312,861,-92,329,1279,858,-96,320
12-FEB-2018,16,39661,39080,40499,39926,36393,1819,5779,153,12916,0,10,13,1268,850,-228,178,1281,855,-233,171
12-FEB-2018,17,41077,40470,42049,41446,37744,1818,5779,821,12916,80,10,13,1995,1002,-362,27,1971,1007,-366,21
